baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,garage,lot_sqft,sqft,stories,year_built,price_reduced_amount,latitude,longitude,sub_type_townhouse,type_condo_townhome_rowhome_coop,type_condos,type_duplex_triplex,type_land,type_mobile,type_multi_family,type_single_family,type_townhomes,is_price_reduced_True
1.0,0.0,0.0,1.0,0.0,2.0,2.0,12197.0,1177.0,0.0,1953.0,0.0,42.683161,-73.832816,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,2.0,6534.0,998.0,1.0,1956.0,0.0,39.858092,-86.129697,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,2.0,5776.0,1815.0,1.0,2004.0,20000.0,38.680729,-121.510704,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,0.0,11326.0,2283.0,2.0,1949.0,0.0,35.80202,-78.666753,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,4.0,2.0,5775.0,2231.0,2.0,2002.0,10001.0,38.67568,-121.506371,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,20038.0,32106.0,0.0,1920.0,0.0,41.766034,-72.709751,0,0,0,0,0,0,1,0,0,0
4.0,0.0,0.0,2.0,2.0,3.0,2.0,1742.0,1930.0,2.0,1981.0,10000.0,43.65243,-116.261039,1,0,0,0,0,0,0,0,1,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,5227.0,2300.0,2.0,2007.0,15005.0,44.877973,-123.018171,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,2.0,8276.0,1538.0,1.0,1958.0,5000.0,43.114381,-89.31711,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,0.0,3485.0,1387.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,7015.0,868.0,1.0,1964.0,0.0,30.494803,-91.131128,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,4.0,2.0,11326.0,2700.0,1.0,1955.0,0.0,33.51904,-112.036169,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,784.0,786.0,1.0,1965.0,0.0,33.771557,-84.385462,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,18295.0,1344.0,0.0,1973.0,0.0,46.638434,-112.012972,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,4792.0,825.0,1.0,1924.0,4900.0,39.808356,-86.109336,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,3.0,2.0,1307.0,2740.0,3.0,2019.0,0.0,33.920731,-84.376718,1,0,0,0,0,0,0,0,1,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,16988.0,2370.0,0.0,1974.0,0.0,34.052666,-81.143376,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,2.0,2.0,3.0,0.0,11979.0,3432.0,2.0,2004.0,0.0,38.227002,-84.847376,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,1.0,2600.0,1202.0,1.0,2013.0,0.0,39.083564,-75.548417,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,8712.0,1255.0,0.0,1979.0,0.0,44.879415,-123.07222,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,2.0,6482.0,1517.0,2.0,1960.0,0.0,41.836166,-71.443846,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,1.0,1742.0,1460.0,2.0,2021.0,0.0,39.171948,-119.755977,1,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,3.0,2.0,8777.0,1016.0,1.0,1961.0,0.0,35.573039,-97.533068,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,2.0,8018.0,1156.0,1.0,1979.0,16000.0,33.637633,-112.163053,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,4.0,0.0,5.0,3.0,5751.0,3085.0,2.0,2019.0,0.0,33.362254,-112.062212,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1502.0,2.0,2021.0,5000.0,38.678628,-121.528271,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,435600.0,2228.0,1.0,2013.0,0.0,46.658429,-111.844774,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,46035.0,0.0,0.0,1949.0,40000.0,33.459104,-112.031727,0,0,0,0,0,0,1,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,925.0,0.0,1930.0,10000.0,41.586098,-93.622238,0,0,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,3.0,0.0,6098.0,1020.0,0.0,1953.0,19000.0,42.672556,-73.814453,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,4.0,3.0,40376.0,3195.0,2.0,2019.0,25000.0,47.105437,-122.787234,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,6316.0,864.0,1.0,1927.0,10000.0,44.980855,-93.021676,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1518.0,2.0,1981.0,5100.0,35.56255,-97.567764,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,2.0,1.0,5227.0,1342.0,0.0,2021.0,0.0,34.110015,-80.828435,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,13504.0,1465.0,1.0,1954.0,0.0,42.759402,-84.582571,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,10019.0,1311.0,0.0,1991.0,0.0,44.976616,-122.963077,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1997.0,7000.0,39.84781,-89.588087,0,0,0,0,0,1,0,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,1.0,5663.0,1167.0,0.0,1917.0,4900.0,41.804559,-72.699604,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,11326.0,1750.0,1.0,1966.0,0.0,34.741524,-92.28592,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,1.0,1742.0,1320.0,2.0,1979.0,0.0,40.777753,-96.6437,1,0,0,0,0,0,0,0,1,0
4.0,0.0,0.0,4.0,0.0,6.0,2.0,6098.0,2774.0,2.0,1988.0,0.0,40.859955,-96.68886,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,28750.0,1649.0,2.0,2022.0,0.0,39.185823,-75.589426,0,0,0,0,0,0,0,1,0,0
3.0,0.0,2.0,1.0,0.0,4.0,2.0,6800.0,2350.0,1.0,2002.0,10000.0,40.732244,-96.695514,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,0.0,3920.0,1792.0,2.0,1982.0,0.0,30.456138,-84.270022,1,0,0,0,0,0,0,0,1,0
3.0,0.0,0.0,3.0,0.0,5.0,2.0,929135.0,3840.0,0.0,1993.0,0.0,46.687945,-112.006624,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,4.0,3.0,14375.0,3825.0,2.0,2014.0,18000.0,35.332277,-97.557462,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,3.0,19166.0,900.0,0.0,1955.0,0.0,38.335976,-81.665815,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,1.0,54737.0,1302.0,2.0,1958.0,5250.0,38.585482,-92.238973,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,4.0,21344.0,1084.0,1.0,1961.0,0.0,47.062384,-122.706452,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,2.0,0.0,672.0,672.0,1.0,1971.0,0.0,47.041504,-122.959244,0,0,0,0,0,1,0,0,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,43560.0,2570.0,2.0,1999.0,0.0,39.224017,-75.636594,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,1.0,2040.0,2092.0,2.0,1988.0,0.0,38.97954,-76.591606,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1019.0,1.0,2003.0,15000.0,39.71954,-104.904297,0,0,1,0,0,0,0,0,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,13504.0,1962.0,2.0,2009.0,0.0,40.347405,-76.747548,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1600.0,1.0,1993.0,0.0,43.612789,-116.322197,0,0,0,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,1.0,3.0,0.0,12632.0,2215.0,1.0,1955.0,45100.0,40.289593,-76.805588,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,7405.0,1516.0,1.0,1953.0,12000.0,38.53333,-121.420913,0,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,1.0,0.0,4.0,0.0,1530.0,1269.0,3.0,1910.0,0.0,40.203251,-74.749635,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,11238.0,1470.0,1.0,1986.0,0.0,39.681726,-89.639238,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,5.0,2.0,16553.0,2264.0,1.0,1968.0,0.0,32.336941,-86.223595,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,6970.0,1758.0,2.0,1977.0,0.0,40.658423,-112.012595,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,6203.0,919.0,1.0,1950.0,0.0,35.562637,-97.554115,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,0.0,220849.0,1776.0,1.0,1976.0,5000.0,38.298978,-84.892363,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,7841.0,960.0,2.0,1988.0,0.0,30.448637,-84.230462,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,4.0,2.0,413384.0,2020.0,1.0,1980.0,0.0,46.626848,-111.937699,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,4.0,0.0,1442.0,1902.0,0.0,1876.0,0.0,40.224735,-74.774393,0,0,0,0,0,0,1,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,7405.0,1956.0,1.0,1973.0,15100.0,39.168125,-119.756228,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,5.0,2.0,9148.0,2966.0,2.0,2007.0,0.0,30.411116,-84.219585,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,0.0,7405.0,1467.0,2.0,1977.0,0.0,42.671138,-84.604361,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,5.0,2.0,16553.0,2264.0,1.0,1968.0,0.0,32.336941,-86.223595,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,7405.0,1475.0,2.0,0.0,0.0,38.204942,-84.844425,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1280.0,1.0,1986.0,25000.0,38.960498,-76.474847,0,0,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,8015.0,720.0,0.0,1952.0,0.0,41.606049,-93.597985,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,11757.0,1448.0,1.0,1963.0,0.0,37.618177,-77.540375,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,3.0,17424.0,2910.0,1.0,1993.0,0.0,43.668971,-116.295181,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,3485.0,1716.0,0.0,1950.0,0.0,42.671745,-73.772881,0,0,0,0,0,0,1,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,5053.0,660.0,1.0,1924.0,0.0,42.717625,-84.569998,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,0.0,12632.0,2215.0,1.0,1955.0,45100.0,40.289593,-76.805588,0,0,0,0,0,0,0,1,0,0
5.0,0.0,0.0,4.0,1.0,6.0,0.0,8712.0,4179.0,2.0,1915.0,0.0,35.785393,-78.658927,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9583.0,0.0,0.0,0.0,50000.0,39.742909,-105.045502,0,0,0,0,1,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,6098.0,1068.0,1.0,1946.0,23000.0,39.163678,-119.774652,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1551.0,1.0,1998.0,0.0,35.637538,-106.045543,0,0,0,0,0,1,0,0,0,0
4.0,0.0,0.0,4.0,0.0,4.0,0.0,6534.0,2016.0,2.0,1948.0,30100.0,37.534621,-77.470722,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,11326.0,1344.0,0.0,0.0,40000.0,38.433584,-81.758152,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,4.0,2.0,13939.0,3047.0,2.0,1975.0,10000.0,38.566132,-92.211652,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,534481.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,27831.0,2770.0,2.0,2021.0,0.0,39.088578,-75.540104,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,11047.0,2561.0,2.0,1985.0,0.0,40.093114,-83.075538,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,64992.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,2100.0,1481.0,2.0,1900.0,0.0,40.210819,-74.735828,1,0,0,0,0,0,0,0,1,0
4.0,0.0,2.0,1.0,1.0,3.0,2.0,11456.0,3936.0,3.0,2003.0,202000.0,46.586192,-112.048691,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1133.0,1111.0,1.0,1983.0,0.0,33.909344,-84.422315,0,0,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,958.0,960.0,1.0,1983.0,0.0,35.681889,-105.924077,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,4.0,2.0,11678.0,1764.0,1.0,1964.0,36100.0,38.564546,-121.319778,0,0,0,0,0,0,1,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,145490.0,1250.0,1.0,1999.0,15000.0,38.187247,-85.018948,0,0,0,0,0,1,0,0,0,0
3.0,0.0,0.0,2.0,1.0,4.0,0.0,9583.0,1684.0,0.0,1923.0,5000.0,41.795648,-72.695242,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,26136.0,1500.0,1.0,1978.0,0.0,32.389227,-86.228626,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,9727.0,1921.0,2.0,1976.0,1900.0,35.570237,-97.650445,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,3620.0,1932.0,2.0,2014.0,24000.0,46.97541,-122.882381,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,4.0,0.0,5.0,3.0,5751.0,3085.0,2.0,2019.0,0.0,33.362254,-112.062212,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,13852.0,857.0,0.0,1941.0,0.0,41.620712,-93.651547,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,3598.0,1392.0,1.0,2001.0,0.0,35.601282,-97.55955,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3920.0,0.0,0.0,0.0,0.0,39.162104,-119.75962,0,0,0,0,1,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,3.0,0.0,15682.0,1471.0,1.0,1950.0,7900.0,32.378365,-86.24679,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,9000.0,1612.0,1.0,1965.0,0.0,39.043057,-76.445718,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,4726.0,1284.0,1.0,1989.0,0.0,38.461264,-121.360817,0,0,0,0,0,0,0,1,0,0
2.0,0.0,1.0,1.0,0.0,3.0,2.0,8220.0,1654.0,1.0,1955.0,0.0,39.69821,-105.030095,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,3.0,2.0,5227.0,2584.0,2.0,1999.0,10000.0,43.039835,-89.516376,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,3.0,1.0,4.0,3.0,131987.0,3529.0,1.0,2014.0,0.0,34.760516,-92.594155,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,0.0,54450.0,1352.0,0.0,1955.0,0.0,38.345614,-81.746156,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,0.0,10220.0,1064.0,1.0,1951.0,0.0,39.165561,-75.513956,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,6970.0,840.0,1.0,1950.0,0.0,34.742189,-92.324525,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,8233.0,910.0,0.0,1928.0,5000.0,41.603136,-93.700533,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,0.0,5227.0,1246.0,1.0,2019.0,10000.0,35.738684,-78.62571,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,4.0,0.0,12580.0,2416.0,2.0,1987.0,0.0,37.623084,-77.630731,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,6.0,2.0,4857.0,2062.0,2.0,1920.0,0.0,41.802509,-71.422089,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,6.0,2.0,43560.0,3632.0,2.0,1977.0,0.0,46.734835,-112.021256,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,0.0,9757.0,936.0,1.0,1950.0,0.0,33.694222,-84.371539,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,21797.0,1568.0,1.0,1996.0,0.0,39.096065,-75.55868,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,4.0,0.0,1307.0,2000.0,0.0,1870.0,0.0,42.645668,-73.760135,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,3.0,1.0,7841.0,2002.0,1.0,1950.0,0.0,43.050783,-89.44224,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,8185.0,1629.0,1.0,1968.0,5000.0,35.411865,-97.523049,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,5227.0,2300.0,2.0,2007.0,15005.0,44.877973,-123.018171,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,6621.0,2434.0,1.0,2004.0,45000.0,35.589783,-105.998011,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1494.0,1.0,2018.0,155000.0,42.350491,-71.043602,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,4.0,2.0,8468.0,1593.0,1.0,1968.0,0.0,38.563971,-121.386779,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,881.0,1.0,1997.0,20000.0,43.581668,-116.244876,0,0,1,0,0,0,0,0,0,0
2.0,0.0,1.0,1.0,0.0,0.0,2.0,12589.0,1440.0,0.0,1978.0,0.0,41.618549,-93.543662,0,0,0,0,0,0,1,0,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,9583.0,2022.0,1.0,1958.0,15000.0,43.049411,-89.468474,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1485.0,1.0,2008.0,0.0,38.175007,-84.780853,0,0,1,0,0,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,435600.0,2228.0,1.0,2013.0,0.0,46.658429,-111.844774,0,0,0,0,0,0,0,1,0,0
5.0,0.0,0.0,4.0,1.0,4.0,0.0,8451.0,3359.0,2.0,1940.0,0.0,37.569244,-77.517539,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,5.0,2.0,21824.0,2032.0,2.0,1986.0,0.0,43.613999,-116.28056,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,50094.0,2857.0,2.0,1998.0,100.0,35.877731,-78.671011,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,3.0,1.0,8337.0,1457.0,1.0,1979.0,6000.0,38.559233,-92.291309,0,0,0,0,0,0,0,1,0,1
2.0,0.0,0.0,2.0,0.0,4.0,0.0,12632.0,1888.0,1.0,2001.0,5001.0,32.37089,-86.161376,0,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,1.0,0.0,3.0,0.0,1743.0,933.0,2.0,1930.0,0.0,41.794457,-71.412028,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1152.0,0.0,1979.0,0.0,38.486485,-121.400284,0,0,0,0,0,1,0,0,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,5764.0,3022.0,2.0,2009.0,10000.0,47.036221,-122.756846,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,3.0,2.0,37462.0,2903.0,1.0,1977.0,0.0,33.564398,-111.984534,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,1.0,1742.0,1140.0,2.0,2021.0,0.0,39.132343,-119.766549,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,23958.0,2755.0,1.0,2021.0,50000.0,43.16099,-89.370719,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,6098.0,794.0,1.0,1920.0,1000.0,39.913609,-82.983047,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,5.0,0.0,8276.0,3642.0,0.0,1925.0,0.0,41.770721,-72.712747,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,5.0,3.0,10149.0,2835.0,2.0,2015.0,40000.0,30.492039,-97.755692,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,4.0,0.0,6970.0,1813.0,1.0,1997.0,0.0,39.182211,-119.725779,0,0,0,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,1.0,3.0,2.0,4497.0,1848.0,2.0,2005.0,6000.0,39.154958,-75.56203,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,4033.0,1359.0,2.0,1920.0,0.0,39.772564,-89.644472,0,0,0,0,0,0,0,1,0,0
3.0,0.0,1.0,1.0,1.0,2.0,2.0,7405.0,1463.0,2.0,1978.0,5000.0,40.832892,-96.634048,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,4.0,2.0,8712.0,2340.0,2.0,2000.0,19250.0,34.804707,-92.490714,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,1.0,1.0,3.0,0.0,3920.0,1780.0,0.0,1920.0,10000.0,42.644288,-73.789464,0,0,0,0,0,0,0,1,0,0
4.0,0.0,0.0,1.0,3.0,3.0,2.0,9278.0,1382.0,1.0,1958.0,0.0,43.628822,-116.26719,0,0,0,0,0,0,0,1,0,0
3.0,0.0,1.0,2.0,0.0,4.0,2.0,10454.0,2724.0,1.0,1966.0,15000.0,39.663815,-104.909615,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,3.0,2.0,15682.0,1730.0,1.0,1961.0,0.0,43.031012,-89.482615,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381425.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,24394.0,0.0,0.0,0.0,0.0,38.332075,-81.497943,0,0,0,0,1,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,2.0,0.0,6098.0,794.0,1.0,1920.0,1000.0,39.913609,-82.983047,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,2.0,1947.0,1540.0,2.0,2023.0,0.0,38.529308,-121.498085,0,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,5227.0,1249.0,1.0,2008.0,0.0,32.329261,-86.208689,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,2.0,1.0,6229.0,672.0,0.0,1949.0,0.0,41.632146,-93.660162,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,2.0,1.0,3.0,1.0,1307.0,1652.0,2.0,2008.0,7000.0,35.899599,-78.80086,1,0,0,0,0,0,0,0,1,0
3.0,0.0,0.0,2.0,1.0,3.0,3.0,10951.0,2754.0,1.0,1993.0,30000.0,35.585748,-97.734768,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,4.0,2.0,13939.0,4631.0,1.0,1960.0,5000.0,43.588039,-116.245319,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,246985.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
2.0,0.0,0.0,2.0,0.0,2.0,0.0,1307.0,1174.0,1.0,1991.0,0.0,30.534245,-84.217563,1,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,1.0,1.0,4.0,1.0,3223.0,1622.0,2.0,1890.0,0.0,46.598445,-112.013451,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,4.0,2.0,6098.0,1584.0,0.0,1940.0,5000.0,42.698724,-73.813341,0,0,0,0,0,0,0,1,0,0
3.0,0.0,0.0,3.0,0.0,2.0,2.0,436.0,2657.0,1.0,1932.0,0.0,40.78406,-111.877614,0,0,1,0,0,0,0,0,0,0
